gene,LR_repeat1,LR_repeat2,LR_repeat3,RF_repeat1,RF_repeat2,RF_repeat3,XGB_repeat1,XGB_repeat2,XGB_repeat3,near_impact_cnt
ENSG00000197647,0.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,17.0
ENSG00000132570,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,16.0
ENSG00000143819,0.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,15.0
ENSG00000157833,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0
ENSG00000141736,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0
ENSG00000198342,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0
ENSG00000165029,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,13.0
ENSG00000113790,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,13.0
ENSG00000113369,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0
ENSG00000164104,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0
ENSG00000214456,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,12.0
ENSG00000137936,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,11.0
ENSG00000188133,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,11.0
ENSG00000153446,0.0,0.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,10.0
ENSG00000153029,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,10.0
ENSG00000156049,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,9.0
ENSG00000178033,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0
ENSG00000112769,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,8.0
ENSG00000197857,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,8.0
ENSG00000056736,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,8.0
ENSG00000005471,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,8.0
ENSG00000188803,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,8.0
ENSG00000211448,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,8.0
ENSG00000113296,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000118777,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000115556,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000187608,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000147872,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,7.0
ENSG00000112414,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000154330,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000120279,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000244405,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000071575,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000094963,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000184979,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0
ENSG00000103742,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000121858,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000168140,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000072952,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,7.0
ENSG00000132470,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000140563,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000102362,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000174123,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,7.0
ENSG00000056487,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000079482,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0
ENSG00000204257,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000147434,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000189056,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000072182,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000173376,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000126709,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
ENSG00000134769,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0
ENSG00000108433,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0
ENSG00000171051,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0
ENSG00000166265,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
ENSG00000131477,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,6.0
ENSG00000136297,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0
ENSG00000137497,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
ENSG00000162496,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
ENSG00000139144,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0
ENSG00000017483,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0
ENSG00000254726,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
ENSG00000074410,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
ENSG00000131941,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,6.0
ENSG00000164330,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,6.0
ENSG00000168918,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0
ENSG00000188039,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,6.0
ENSG00000162621,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0
ENSG00000198075,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0
ENSG00000187193,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0
ENSG00000102359,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
ENSG00000111405,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
ENSG00000188517,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0
ENSG00000148498,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0
ENSG00000068976,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0
ENSG00000095303,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,6.0
ENSG00000177283,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,6.0
ENSG00000184260,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0
ENSG00000187134,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0
ENSG00000137819,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
ENSG00000105808,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
ENSG00000137766,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0
ENSG00000170417,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
ENSG00000188707,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000197915,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0
ENSG00000157999,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0
ENSG00000154760,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0
ENSG00000160999,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000142627,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0
ENSG00000269067,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000104325,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
ENSG00000162004,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0
ENSG00000185615,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0
ENSG00000164761,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000076662,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0
ENSG00000168309,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0
ENSG00000104760,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0
ENSG00000179071,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0
ENSG00000137285,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,5.0
ENSG00000175322,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
ENSG00000198734,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
ENSG00000106483,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
ENSG00000121578,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
ENSG00000160072,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0
ENSG00000152939,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000101825,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0
ENSG00000223443,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
ENSG00000112562,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
ENSG00000022556,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0
ENSG00000123243,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0
ENSG00000164120,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
ENSG00000039139,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
ENSG00000138795,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
ENSG00000154493,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000189157,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
ENSG00000173250,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
ENSG00000153179,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0
ENSG00000168589,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
ENSG00000182963,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0
ENSG00000105732,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0
ENSG00000139998,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000159423,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
ENSG00000165972,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
ENSG00000156218,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ENSG00000176438,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000146574,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000226430,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000013810,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0
ENSG00000132330,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
ENSG00000163430,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
ENSG00000069399,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0
ENSG00000066697,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000174326,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0
ENSG00000164404,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
ENSG00000105792,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
ENSG00000154310,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
ENSG00000160606,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0
ENSG00000196793,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0
ENSG00000166268,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0
ENSG00000138075,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000168268,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0
ENSG00000095970,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0
ENSG00000119725,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0
ENSG00000136802,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000153071,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000148795,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0
ENSG00000115594,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0
ENSG00000137573,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
ENSG00000143437,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000170180,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0
ENSG00000172243,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
ENSG00000186918,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0
ENSG00000120322,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
ENSG00000137491,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0
ENSG00000160284,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
ENSG00000266964,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSG00000058866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
ENSG00000108932,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0
ENSG00000180881,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
ENSG00000189420,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ENSG00000112280,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSG00000174652,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
ENSG00000240747,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
ENSG00000131435,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0
ENSG00000149571,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
ENSG00000111206,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0
ENSG00000128274,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
ENSG00000010810,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
ENSG00000121742,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0
ENSG00000181444,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
ENSG00000070886,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
ENSG00000047457,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
ENSG00000099992,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
ENSG00000034239,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
ENSG00000170959,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
ENSG00000145217,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
ENSG00000091490,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
ENSG00000146530,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0
ENSG00000197629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
ENSG00000203760,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
ENSG00000139304,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
ENSG00000181291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0
ENSG00000135094,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
ENSG00000174021,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
ENSG00000242574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
ENSG00000162039,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0
ENSG00000110876,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
ENSG00000129353,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
ENSG00000085563,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
ENSG00000175093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
ENSG00000163749,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0
ENSG00000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0
ENSG00000105122,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
ENSG00000120907,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0
ENSG00000177674,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
ENSG00000112799,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ENSG00000124508,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0
ENSG00000228672,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0
ENSG00000185201,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
ENSG00000181019,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
ENSG00000076555,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0
ENSG00000051620,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0
ENSG00000232237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000092054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000213123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000170412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000145863,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000107249,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000154710,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000075234,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000124205,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000121210,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000178445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000066185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
ENSG00000136114,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000261701,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000181626,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000232653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ENSG00000205221,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000119888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000107551,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000183098,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000119535,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ENSG00000110090,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
ENSG00000179902,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
ENSG00000131351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
ENSG00000171812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000188234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ENSG00000213213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
ENSG00000079257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
ENSG00000131389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
ENSG00000135838,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000159403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000139800,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000119737,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
ENSG00000244509,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000157601,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ENSG00000237172,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000137462,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000113209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
ENSG00000136546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000183856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000205364,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ENSG00000122584,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
ENSG00000272514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000115756,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000113916,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
ENSG00000105519,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000241404,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000031081,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000154928,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000172554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
ENSG00000239282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000204334,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000169752,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000081320,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000135605,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000213928,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000188315,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000159884,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000186806,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000213145,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000148488,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000064205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000140961,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
ENSG00000137274,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
ENSG00000154479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000175643,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000205111,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
ENSG00000121716,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000163884,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ENSG00000130684,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
ENSG00000105880,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000181031,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
ENSG00000196932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
ENSG00000165091,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000183850,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000133805,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000171105,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
ENSG00000122729,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
ENSG00000230054,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
ENSG00000267127,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
ENSG00000244694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
